epoch, 1
-1<=w<-0.8 : , 0, 0, 6.72488
-0.8<=w<-0.6 : , 0, 0, 5.7701
-0.6<=w<-0.4 : , 0, 0, 4.93268
-0.4<=w<-0.2 : , 0, 0, 7.71484
-0.2<=w<0 : , 0, 0, 12.0482
0<=w<-0.2 : , 0, 0, 9.38595
0.2<=w<0.4 : , 0, 0, 7.92648
0.4<=w<0.6 : , 0, 0, 6.37234
0.6<=w<0.8 : , 0, 0, 6.22353
0.8<=w<=1 : , 0, 0, 9.38595
epoch, 2
-1<=w<-0.8 : , 0, 0, 2.13338
-0.8<=w<-0.6 : , 0, 0, 2.78297
-0.6<=w<-0.4 : , 0, 0, 4.1454
-0.4<=w<-0.2 : , 0, 0, 7.46587
-0.2<=w<0 : , 0, 0, 11.0863
0<=w<-0.2 : , 0, 0, 10.3125
0.2<=w<0.4 : , 0, 0, 7.53017
0.4<=w<0.6 : , 0, 0, 4.58619
0.6<=w<0.8 : , 0, 0, 2.67003
0.8<=w<=1 : , 0, 0, 10.3125
epoch, 3
-1<=w<-0.8 : , 0, 0, 1.31705
-0.8<=w<-0.6 : , 0, 0, 1.68194
-0.6<=w<-0.4 : , 0, 0, 2.79369
-0.4<=w<-0.2 : , 0, 0, 7.21704
-0.2<=w<0 : , 0, 0, 10.6127
0<=w<-0.2 : , 0, 0, 10.7967
0.2<=w<0.4 : , 0, 0, 6.77997
0.4<=w<0.6 : , 0, 0, 3.02462
0.6<=w<0.8 : , 0, 0, 1.51277
0.8<=w<=1 : , 0, 0, 10.7967
epoch, 4
-1<=w<-0.8 : , 0, 0, 1.28361
-0.8<=w<-0.6 : , 0, 0, 1.45203
-0.6<=w<-0.4 : , 0, 0, 2.99155
-0.4<=w<-0.2 : , 0, 0, 8.0533
-0.2<=w<0 : , 0, 0, 14.2781
0<=w<-0.2 : , 0, 0, 15.281
0.2<=w<0.4 : , 0, 0, 8.18217
0.4<=w<0.6 : , 0, 0, 2.82627
0.6<=w<0.8 : , 0, 0, 1.27208
0.8<=w<=1 : , 0, 0, 15.281
epoch, 5
-1<=w<-0.8 : , 0, 0, 0.844053
-0.8<=w<-0.6 : , 0, 0, 0.974139
-0.6<=w<-0.4 : , 0, 0, 2.06447
-0.4<=w<-0.2 : , 0, 0, 7.10569
-0.2<=w<0 : , 0, 0, 14.5061
0<=w<-0.2 : , 0, 0, 16.0494
0.2<=w<0.4 : , 0, 0, 6.43492
0.4<=w<0.6 : , 0, 0, 1.67399
0.6<=w<0.8 : , 0, 0, 0.727814
0.8<=w<=1 : , 0, 0, 16.0494
epoch, 6
-1<=w<-0.8 : , 0, 0, 0.723291
-0.8<=w<-0.6 : , 0, 0, 0.765313
-0.6<=w<-0.4 : , 0, 0, 1.56389
-0.4<=w<-0.2 : , 0, 0, 6.67846
-0.2<=w<0 : , 0, 0, 14.5753
0<=w<-0.2 : , 0, 0, 16.0778
0.2<=w<0.4 : , 0, 0, 5.96899
0.4<=w<0.6 : , 0, 0, 1.14476
0.6<=w<0.8 : , 0, 0, 0.629127
0.8<=w<=1 : , 0, 0, 16.0778
epoch, 7
-1<=w<-0.8 : , 0, 0, 0.611727
-0.8<=w<-0.6 : , 0, 0, 0.624265
-0.6<=w<-0.4 : , 0, 0, 1.24716
-0.4<=w<-0.2 : , 0, 0, 5.93605
-0.2<=w<0 : , 0, 0, 13.7319
0<=w<-0.2 : , 0, 0, 15.4281
0.2<=w<0.4 : , 0, 0, 4.90844
0.4<=w<0.6 : , 0, 0, 0.886723
0.6<=w<0.8 : , 0, 0, 0.483206
0.8<=w<=1 : , 0, 0, 15.4281
epoch, 8
-1<=w<-0.8 : , 0, 0, 0.593294
-0.8<=w<-0.6 : , 0, 0, 0.563935
-0.6<=w<-0.4 : , 0, 0, 1.22032
-0.4<=w<-0.2 : , 0, 0, 5.32634
-0.2<=w<0 : , 0, 0, 14.155
0<=w<-0.2 : , 0, 0, 15.448
0.2<=w<0.4 : , 0, 0, 4.58485
0.4<=w<0.6 : , 0, 0, 0.790087
0.6<=w<0.8 : , 0, 0, 0.410874
0.8<=w<=1 : , 0, 0, 15.448
epoch, 9
-1<=w<-0.8 : , 0, 0, 0.528214
-0.8<=w<-0.6 : , 0, 0, 0.502106
-0.6<=w<-0.4 : , 0, 0, 1.00756
-0.4<=w<-0.2 : , 0, 0, 4.78336
-0.2<=w<0 : , 0, 0, 13.2652
0<=w<-0.2 : , 0, 0, 14.8226
0.2<=w<0.4 : , 0, 0, 4.3757
0.4<=w<0.6 : , 0, 0, 0.645844
0.6<=w<0.8 : , 0, 0, 0.449484
0.8<=w<=1 : , 0, 0, 14.8226
epoch, 10
-1<=w<-0.8 : , 0.00734822, 0, 0.517171
-0.8<=w<-0.6 : , 0, 0, 0.496964
-0.6<=w<-0.4 : , 0, 0, 0.99616
-0.4<=w<-0.2 : , 0, 0, 5.02604
-0.2<=w<0 : , 0, 0, 13.8046
0<=w<-0.2 : , 0, 0, 15.1254
0.2<=w<0.4 : , 0, 0, 4.18274
0.4<=w<0.6 : , 0, 0, 0.588794
0.6<=w<0.8 : , 0, 0, 0.352566
0.8<=w<=1 : , 0, 0, 15.1254
epoch, 11
-1<=w<-0.8 : , 0, 0, 0.47944
-0.8<=w<-0.6 : , 0, 0, 0.462332
-0.6<=w<-0.4 : , 0, 0, 1.01446
-0.4<=w<-0.2 : , 0, 0, 4.84398
-0.2<=w<0 : , 0, 0, 13.2133
0<=w<-0.2 : , 0, 0, 15.0308
0.2<=w<0.4 : , 0, 0, 4.09375
0.4<=w<0.6 : , 0, 0, 0.555466
0.6<=w<0.8 : , 0, 0, 0.333906
0.8<=w<=1 : , 0, 0, 15.0308
epoch, 12
-1<=w<-0.8 : , 0, 0, 0.473325
-0.8<=w<-0.6 : , 0, 0, 0.453009
-0.6<=w<-0.4 : , 0, 0, 0.850223
-0.4<=w<-0.2 : , 0, 0, 4.35317
-0.2<=w<0 : , 0, 0, 13.2879
0<=w<-0.2 : , 0, 0, 15.0267
0.2<=w<0.4 : , 0, 0, 3.93872
0.4<=w<0.6 : , 0, 0, 0.517145
0.6<=w<0.8 : , 0, 0, 0.285182
0.8<=w<=1 : , 0, 0, 15.0267
epoch, 13
-1<=w<-0.8 : , 0, 0, 0.439855
-0.8<=w<-0.6 : , 0, 0, 0.411085
-0.6<=w<-0.4 : , 0, 0, 0.795042
-0.4<=w<-0.2 : , 0, 0, 4.32032
-0.2<=w<0 : , 0, 0, 12.9741
0<=w<-0.2 : , 0, 0, 15.1102
0.2<=w<0.4 : , 0, 0, 3.86738
0.4<=w<0.6 : , 0, 0, 0.534681
0.6<=w<0.8 : , 0, 0, 0.287804
0.8<=w<=1 : , 0, 0, 15.1102
epoch, 14
-1<=w<-0.8 : , 0, 0, 0.468797
-0.8<=w<-0.6 : , 0, 0, 0.422279
-0.6<=w<-0.4 : , 0, 0, 0.806684
-0.4<=w<-0.2 : , 0, 0, 4.47905
-0.2<=w<0 : , 0, 0, 13.0925
0<=w<-0.2 : , 0, 0, 14.9673
0.2<=w<0.4 : , 0, 0, 3.82179
0.4<=w<0.6 : , 0, 0, 0.471883
0.6<=w<0.8 : , 0, 0, 0.340955
0.8<=w<=1 : , 0, 0, 14.9673
epoch, 15
-1<=w<-0.8 : , 0, 0, 0.508826
-0.8<=w<-0.6 : , 0, 0, 0.397225
-0.6<=w<-0.4 : , 0, 0, 0.81143
-0.4<=w<-0.2 : , 0, 0, 4.78638
-0.2<=w<0 : , 0, 0, 14.1726
0<=w<-0.2 : , 0, 0, 15.393
0.2<=w<0.4 : , 0, 0, 3.76462
0.4<=w<0.6 : , 0, 0, 0.484685
0.6<=w<0.8 : , 0, 0, 0.299326
0.8<=w<=1 : , 0, 0, 15.393
epoch, 16
-1<=w<-0.8 : , 0, 0, 0.456274
-0.8<=w<-0.6 : , 0, 0, 0.386251
-0.6<=w<-0.4 : , 0, 0, 0.737879
-0.4<=w<-0.2 : , 0, 0, 4.2346
-0.2<=w<0 : , 0, 0, 12.7709
0<=w<-0.2 : , 0, 0, 14.3603
0.2<=w<0.4 : , 0, 0, 3.72693
0.4<=w<0.6 : , 0, 0, 0.418676
0.6<=w<0.8 : , 0, 0, 0.248108
0.8<=w<=1 : , 0, 0, 14.3603
epoch, 17
-1<=w<-0.8 : , 0.00182836, 0, 0.451827
-0.8<=w<-0.6 : , 0, 0, 0.378678
-0.6<=w<-0.4 : , 0, 0, 0.750591
-0.4<=w<-0.2 : , 0, 0, 4.41736
-0.2<=w<0 : , 0, 0, 12.6962
0<=w<-0.2 : , 0, 0, 14.6493
0.2<=w<0.4 : , 0, 0, 3.64615
0.4<=w<0.6 : , 0, 0, 0.42699
0.6<=w<0.8 : , 0, 0, 0.286818
0.8<=w<=1 : , 0, 0, 14.6493
epoch, 18
-1<=w<-0.8 : , 0, 0, 0.454699
-0.8<=w<-0.6 : , 0, 0, 0.358328
-0.6<=w<-0.4 : , 0, 0, 0.691351
-0.4<=w<-0.2 : , 0, 0, 4.40854
-0.2<=w<0 : , 0, 0, 12.877
0<=w<-0.2 : , 0, 0, 14.492
0.2<=w<0.4 : , 0, 0, 3.91488
0.4<=w<0.6 : , 0, 0, 0.43405
0.6<=w<0.8 : , 0, 0, 0.216488
0.8<=w<=1 : , 0, 0, 14.492
epoch, 19
-1<=w<-0.8 : , 0.00185296, 0, 0.472038
-0.8<=w<-0.6 : , 0, 0, 0.339086
-0.6<=w<-0.4 : , 0, 0, 0.807247
-0.4<=w<-0.2 : , 0, 0, 4.13477
-0.2<=w<0 : , 0, 0, 13.0821
0<=w<-0.2 : , 0, 0, 14.888
0.2<=w<0.4 : , 0, 0, 3.56644
0.4<=w<0.6 : , 0, 0, 0.36047
0.6<=w<0.8 : , 0, 0, 0.265285
0.8<=w<=1 : , 0, 0, 14.888
epoch, 20
-1<=w<-0.8 : , 0, 0, 0.455169
-0.8<=w<-0.6 : , 0, 0, 0.342105
-0.6<=w<-0.4 : , 0, 0, 0.851603
-0.4<=w<-0.2 : , 0, 0, 4.15231
-0.2<=w<0 : , 0, 0, 12.9401
0<=w<-0.2 : , 0, 0, 14.9378
0.2<=w<0.4 : , 0, 0, 3.48338
0.4<=w<0.6 : , 0, 0, 0.404275
0.6<=w<0.8 : , 0, 0, 0.245824
0.8<=w<=1 : , 0, 0, 14.9378
epoch, 21
-1<=w<-0.8 : , 0, 0, 0.467585
-0.8<=w<-0.6 : , 0, 0, 0.371628
-0.6<=w<-0.4 : , 0, 0, 0.799093
-0.4<=w<-0.2 : , 0, 0, 4.00299
-0.2<=w<0 : , 0, 0, 13.4089
0<=w<-0.2 : , 0, 0, 15.0313
0.2<=w<0.4 : , 0, 0, 3.71175
0.4<=w<0.6 : , 0, 0, 0.385542
0.6<=w<0.8 : , 0, 0, 0.236011
0.8<=w<=1 : , 0, 0, 15.0313
epoch, 22
-1<=w<-0.8 : , 0, 0, 0.453079
-0.8<=w<-0.6 : , 0, 0, 0.365275
-0.6<=w<-0.4 : , 0, 0, 0.717403
-0.4<=w<-0.2 : , 0, 0, 4.14488
-0.2<=w<0 : , 0, 0, 13.5883
0<=w<-0.2 : , 0, 0, 14.5334
0.2<=w<0.4 : , 0, 0, 3.83352
0.4<=w<0.6 : , 0, 0, 0.369543
0.6<=w<0.8 : , 0, 0, 0.237657
0.8<=w<=1 : , 0, 0, 14.5334
epoch, 23
-1<=w<-0.8 : , 0, 0, 0.423456
-0.8<=w<-0.6 : , 0, 0, 0.350793
-0.6<=w<-0.4 : , 0, 0, 0.841145
-0.4<=w<-0.2 : , 0, 0, 3.82538
-0.2<=w<0 : , 0, 0, 12.6727
0<=w<-0.2 : , 0, 0, 14.5791
0.2<=w<0.4 : , 0, 0, 3.4118
0.4<=w<0.6 : , 0, 0, 0.3656
0.6<=w<0.8 : , 0, 0, 0.240376
0.8<=w<=1 : , 0, 0, 14.5791
