param->optimization_type, NL_LTP_Gp, NL_LTD_Gp, NL_LTP_Gn, NL_LTD_Gn, kp, kd, knp, knd, pLA, nLA, pLAd,nLAd, pof, nof, newUpdateRate, nnewUpdateRate, ReverseUpdate, RefreshRate, FullRefresh, dominance, epoch, accuracy, average accuracy, standard deviation, adaptive ratio, area sizeIH, area sizeHO, learningratesplit, Gth1, Gth2, usesplitadapt, unitcellsplit, saturationprotector, destructionprotector, deltaweightratio, usesplit, adaptivesplit Gth1, adaptivesplit Gth2
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 91, 88.21, 89.1081, 1.54549, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 92, 91, 89.2194, 1.56403, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 93, 87.76, 89.1383, 1.55629, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 94, 89.48, 89.1563, 1.5167, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 95, 89.19, 89.158, 1.47832, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 96, 87.98, 89.1019, 1.46434, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 97, 87.99, 89.0514, 1.4493, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 98, 89.61, 89.0757, 1.42201, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 99, 83.44, 88.8408, 1.79055, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 100, 89.22, 88.856, 1.75595, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 101, 90.29, 90.29, 0, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 102, 90.21, 90.25, 0.04, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 103, 89.11, 89.87, 0.538393, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 104, 88.78, 89.5975, 0.663452, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 105, 91.06, 89.89, 0.833283, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 106, 90.82, 90.045, 0.835918, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 107, 91.08, 90.1929, 0.854462, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 108, 89.86, 90.1513, 0.806822, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 109, 88.83, 90.0044, 0.86663, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 110, 91.16, 90.12, 0.892256, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 111, 91.18, 90.2164, 0.903662, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 112, 90.01, 90.1992, 0.867068, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 113, 85.98, 89.8746, 1.39928, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 114, 89.96, 89.8807, 1.34856, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 115, 89.72, 89.87, 1.30345, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 116, 89.59, 89.8525, 1.26388, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 117, 89.96, 89.8588, 1.2264, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 118, 89.4, 89.8333, 1.19647, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 119, 90.69, 89.8784, 1.18017, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 120, 90.05, 89.887, 1.15089, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 121, 90.76, 89.9286, 1.13844, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 122, 87.65, 89.825, 1.2093, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 123, 90.88, 89.8709, 1.20212, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 124, 91.42, 89.9354, 1.21685, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 125, 91.26, 89.9884, 1.22019, 1.0012, 100, 10, 3, 1, 7, 0, 1, 1.2, 0, 1.2, 1, 1, 7
param->optimization_type, NL_LTP_Gp, NL_LTD_Gp, NL_LTP_Gn, NL_LTD_Gn, kp, kd, knp, knd, pLA, nLA, pLAd,nLAd, pof, nof, newUpdateRate, nnewUpdateRate, ReverseUpdate, RefreshRate, FullRefresh, dominance, epoch, accuracy, average accuracy, standard deviation, adaptive ratio, area sizeIH, area sizeHO, learningratesplit, Gth1, Gth2, usesplitadapt, unitcellsplit, saturationprotector, destructionprotector, deltaweightratio, usesplit, adaptivesplit Gth1, adaptivesplit Gth2
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 1, 77.4, 77.4, 0, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 2, 81.06, 79.23, 1.83, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 3, 84.11, 80.8567, 2.74312, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 4, 85.16, 81.9325, 3.01923, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 5, 84.2, 82.386, 2.84873, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 6, 83.88, 82.635, 2.65946, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 7, 83.95, 82.8229, 2.50481, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 8, 85.64, 83.175, 2.52148, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 9, 86.4, 83.5333, 2.58431, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 10, 87.42, 83.922, 2.71484, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 11, 83.79, 83.91, 2.58877, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 12, 86.88, 84.1575, 2.61095, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 13, 86.93, 84.3708, 2.61505, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 14, 87.07, 84.5636, 2.61405, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 15, 88.55, 84.8293, 2.71414, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 16, 87.02, 84.9662, 2.68092, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 17, 85.07, 84.9724, 2.60099, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 18, 85.22, 84.9861, 2.52834, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 19, 84.46, 84.9584, 2.46371, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 20, 86.7, 85.0455, 2.43114, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 21, 87.73, 85.1733, 2.44046, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 22, 85.98, 85.21, 2.39026, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 23, 84.48, 85.1783, 2.34245, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 24, 86.14, 85.2183, 2.30117, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 25, 85.75, 85.2396, 2.25709, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 26, 84.96, 84.96, 0, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 27, 86.57, 85.765, 0.805, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 28, 87.31, 86.28, 0.981054, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 29, 87.26, 86.525, 0.949697, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 30, 83.93, 86.006, 1.34126, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 31, 88.28, 86.385, 1.48908, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 32, 86.47, 86.3971, 1.37894, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 33, 85.11, 86.2363, 1.35831, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 34, 86.25, 86.2378, 1.28063, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 35, 84.56, 86.07, 1.31505, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 36, 86.42, 86.1018, 1.25788, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 37, 85.18, 86.025, 1.23099, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 38, 86.82, 86.0862, 1.20152, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 39, 85.18, 86.0214, 1.18109, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 40, 84.77, 85.938, 1.18297, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 41, 85.39, 85.9038, 1.15307, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 42, 86.88, 85.9612, 1.14198, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 43, 85.78, 85.9511, 1.11058, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 44, 88.89, 86.1058, 1.26457, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 45, 83.24, 85.9625, 1.38177, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 46, 87.73, 86.0467, 1.40001, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 47, 86.76, 86.0791, 1.37587, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 48, 88.29, 86.1752, 1.41916, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 49, 87.25, 86.22, 1.40578, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 50, 88.22, 86.3, 1.43205, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 51, 87.92, 87.92, 0, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 52, 89.06, 88.49, 0.57, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 53, 84.35, 87.11, 2.00634, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 54, 86.8, 87.0325, 1.74272, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 55, 87.9, 87.206, 1.59689, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 56, 85.34, 86.895, 1.61513, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 57, 88.6, 87.1386, 1.60996, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 58, 87.41, 87.1725, 1.50865, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 59, 86.41, 87.0878, 1.44241, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 60, 82.63, 86.642, 1.91336, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
