param->optimization_type, NL_LTP_Gp, NL_LTD_Gp, NL_LTP_Gn, NL_LTD_Gn, kp, kd, knp, knd, pLA, nLA, pLAd,nLAd, pof, nof, newUpdateRate, nnewUpdateRate, ReverseUpdate, RefreshRate, FullRefresh, dominance, epoch, accuracy, average accuracy, standard deviation, adaptive ratio, area sizeIH, area sizeHO, learningratesplit, Gth1, Gth2, usesplitadapt, unitcellsplit, saturationprotector, destructionprotector, deltaweightratio, usesplit, adaptivesplit Gth1, adaptivesplit Gth2
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 32, 92.25, 91.2643, 0.772932, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 33, 91.85, 91.3375, 0.748511, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 34, 91.97, 91.4078, 0.733163, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 35, 90.51, 91.318, 0.745866, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 36, 91.73, 91.3555, 0.720951, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 37, 90.94, 91.3208, 0.699744, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 38, 92.26, 91.3931, 0.71736, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 39, 89.93, 91.2886, 0.787291, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 40, 91.37, 91.294, 0.760866, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 41, 91.09, 91.2812, 0.738359, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 42, 92.09, 91.3288, 0.741159, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 43, 90.36, 91.275, 0.753689, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 44, 92.56, 91.3426, 0.787707, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 45, 92.37, 91.394, 0.799746, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 46, 91.93, 91.4195, 0.788775, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 47, 92.06, 91.4486, 0.782103, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 48, 92.47, 91.493, 0.792763, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 49, 91.27, 91.4837, 0.77735, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 50, 91.52, 91.4852, 0.761678, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 51, 92.46, 92.46, 0, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 52, 92.55, 92.505, 0.045, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 53, 90.55, 91.8533, 0.922328, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 54, 92.11, 91.9175, 0.806454, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 55, 91.61, 91.856, 0.731727, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 56, 92.03, 91.885, 0.671112, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 57, 91.94, 91.8929, 0.621627, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 58, 92.53, 91.9725, 0.618481, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 59, 91.82, 91.9556, 0.585076, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2,0.2, inf, inf, 2, 2, 0, 100, 1, 0, 60, 91.5, 91.91, 0.571629, 1.0012, 100, 10, 3, 1, 7, 0, 0, 3, 1, 0, 0, 1, 7
