param->optimization_type, NL_LTP_Gp, NL_LTD_Gp, NL_LTP_Gn, NL_LTD_Gn, kp, kd, knp, knd, LAp, LAd, pLAd,nLA, pof, nof, newUpdateRate, nnewUpdateRate, ReverseUpdate, RefreshRate, FullRefresh, dominance, wv, epoch, accuracy
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 132, 29.93
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 133, 73.5
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 134, 30.24
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 135, 28.69
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 136, 54.73
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 137, 30.12
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 138, 73.45
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 139, 29.86
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 140, 29.56
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 141, 34.71
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 142, 30.25
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 143, 73.6
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 144, 30.39
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 145, 29.97
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 146, 38.63
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 147, 29.68
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 148, 74.01
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 149, 31.28
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 150, 27.21
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 151, 50.19
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 152, 29.73
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 153, 73.89
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 154, 29.3
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 155, 30.1
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 156, 46.02
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 157, 30.2
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 158, 73.06
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 159, 30.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 160, 23.11
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 161, 41.39
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 162, 29.88
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 163, 73.61
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 164, 29.63
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 165, 30.07
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 166, 37.47
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 167, 29.05
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 168, 74.03
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 169, 33.96
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 170, 29.7
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 171, 43.77
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 172, 29.76
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 173, 74.15
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 174, 29.97
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 175, 29.36
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 176, 40.02
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 177, 25.89
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 178, 73.23
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 179, 29.93
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 180, 29.93
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 181, 47.05
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 182, 30.13
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 183, 74.19
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 184, 30.39
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 185, 29.45
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 186, 40.46
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 187, 29.92
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 188, 73.1
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 189, 31.86
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 190, 30.29
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 191, 42.77
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 192, 30.22
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 193, 73.66
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 194, 29.53
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 195, 29.42
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 196, 56.22
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 197, 29.96
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 198, 73.47
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 199, 30.53
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 200, 30.19
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 201, 62.55
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 202, 30.31
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 203, 73.19
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 204, 30.33
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 205, 30.31
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 206, 65.13
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 207, 29.27
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 208, 73.96
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 209, 30.77
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 210, 30.09
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 211, 45.9
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 212, 30.02
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 213, 74.18
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 214, 30.81
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 215, 30.05
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 216, 67.97
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 217, 30.11
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 218, 73.87
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 219, 30.76
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 220, 28.06
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 221, 52.73
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 222, 30.62
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 223, 73.85
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 224, 31.03
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 225, 30.15
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 226, 69.3
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 227, 30.23
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 228, 73.33
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 229, 32.58
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 230, 29.77
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 231, 69.91
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 232, 29.55
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 233, 74.19
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 234, 33.67
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 235, 29.82
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 236, 46.89
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 237, 30.3
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 238, 74.51
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 239, 30.55
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 240, 23.38
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 241, 48.62
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 242, 29.81
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 243, 74.08
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 244, 30.39
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 245, 29.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 246, 45.15
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 247, 30.47
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 248, 74.2
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 249, 33.26
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 20000, 1, 1, 0, 250, 29.84
param->optimization_type, NL_LTP_Gp, NL_LTD_Gp, NL_LTP_Gn, NL_LTD_Gn, kp, kd, knp, knd, LAp, LAd, pLAd,nLA, pof, nof, newUpdateRate, nnewUpdateRate, ReverseUpdate, RefreshRate, FullRefresh, dominance, wv, epoch, accuracy
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 1, 9.79
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 2, 9.81
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 3, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 4, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 5, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 6, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 7, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 8, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 9, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 10, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 11, 16.03
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 12, 10.54
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 13, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 14, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 15, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 16, 27.85
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 17, 11.43
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 18, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 19, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 20, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 21, 29.08
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 22, 16.89
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 23, 11.89
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 24, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 25, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 26, 29.33
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 27, 10.56
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 28, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 29, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 30, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 31, 29.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 32, 15.24
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 33, 11.52
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 34, 10.2
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 35, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 36, 29.37
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 37, 26.1
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, 12.5, 12.5, 6, 6, 0, 40000, 1, 1, 0, 38, 14.12
