-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3918
0.8<=w<=1 : 1319, 3624
epoch, 2
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3918
0.8<=w<=1 : 1319, 3624
epoch, 3
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3918
0.8<=w<=1 : 1319, 3624
epoch, 4
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3918
0.8<=w<=1 : 1319, 3624
epoch, 5
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3918
0.8<=w<=1 : 1319, 3624
epoch, 6
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3918
0.8<=w<=1 : 1319, 3624
epoch, 7
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3918
0.8<=w<=1 : 1319, 3624
epoch, 8
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3918
0.8<=w<=1 : 1319, 3624
epoch, 9
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3919
0.8<=w<=1 : 1319, 3624
epoch, 10
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3919
0.8<=w<=1 : 1319, 3624
epoch, 11
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3919
0.8<=w<=1 : 1319, 3624
epoch, 12
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3919
0.8<=w<=1 : 1319, 3624
epoch, 13
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3919
0.8<=w<=1 : 1319, 3625
epoch, 14
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3919
0.8<=w<=1 : 1319, 3625
epoch, 15
IH, 0.993664, HO, 0.999904
-1<=w<-0.8 : 1715, 3721
-0.8<=w<-0.6 : 0, 3976
-0.6<=w<-0.4 : 0, 710
-0.4<=w<-0.2 : 0, 4485
-0.2<=w<0 : 0, 1596
0<=w<-0.2 : 0, 5733
0.2<=w<0.4 : 0, 4283
0.4<=w<0.6 : 0, 614
0.6<=w<0.8 : 0, 3919
0.8<=w<=1 : 1319, 3625
epoch, 1
IH, 0.975971, HO, 1
-1<=w<-0.8 : 1027, 3881
-0.8<=w<-0.6 : 0, 4670
-0.6<=w<-0.4 : 0, 1884
-0.4<=w<-0.2 : 0, 6130
-0.2<=w<0 : 0, 3771
0<=w<-0.2 : 0, 8125
0.2<=w<0.4 : 0, 5624
0.4<=w<0.6 : 0, 2011
0.6<=w<0.8 : 0, 3998
0.8<=w<=1 : 915, 3197
epoch, 2
IH, 0.982746, HO, 1
-1<=w<-0.8 : 683, 2860
-0.8<=w<-0.6 : 0, 3716
-0.6<=w<-0.4 : 0, 2613
-0.4<=w<-0.2 : 0, 6594
-0.2<=w<0 : 0, 12619
0<=w<-0.2 : 0, 17410
0.2<=w<0.4 : 0, 6185
0.4<=w<0.6 : 0, 2374
0.6<=w<0.8 : 0, 3035
0.8<=w<=1 : 628, 2330
epoch, 3
IH, 0.976431, HO, 1
-1<=w<-0.8 : 454, 2017
-0.8<=w<-0.6 : 0, 2677
-0.6<=w<-0.4 : 0, 2189
-0.4<=w<-0.2 : 0, 5082
-0.2<=w<0 : 0, 20910
0<=w<-0.2 : 0, 24787
0.2<=w<0.4 : 0, 4634
0.4<=w<0.6 : 0, 1830
0.6<=w<0.8 : 0, 2127
0.8<=w<=1 : 443, 1510
epoch, 4
IH, 0.982255, HO, 1
-1<=w<-0.8 : 319, 1518
-0.8<=w<-0.6 : 0, 2033
-0.6<=w<-0.4 : 0, 1765
-0.4<=w<-0.2 : 0, 4105
-0.2<=w<0 : 0, 22625
0<=w<-0.2 : 0, 32330
0.2<=w<0.4 : 0, 3624
0.4<=w<0.6 : 0, 1558
0.6<=w<0.8 : 0, 1543
0.8<=w<=1 : 307, 1029
epoch, 5
IH, 0.985, HO, 1
-1<=w<-0.8 : 232, 1335
-0.8<=w<-0.6 : 0, 1716
-0.6<=w<-0.4 : 0, 1543
-0.4<=w<-0.2 : 0, 3594
-0.2<=w<0 : 0, 21631
0<=w<-0.2 : 0, 37251
0.2<=w<0.4 : 0, 3213
0.4<=w<0.6 : 0, 1290
0.6<=w<0.8 : 0, 1300
0.8<=w<=1 : 248, 855
epoch, 6
IH, 0.987578, HO, 1
-1<=w<-0.8 : 189, 1148
-0.8<=w<-0.6 : 0, 1545
-0.6<=w<-0.4 : 0, 1389
-0.4<=w<-0.2 : 0, 3140
-0.2<=w<0 : 0, 22531
0<=w<-0.2 : 0, 39599
0.2<=w<0.4 : 0, 2829
0.4<=w<0.6 : 0, 1151
0.6<=w<0.8 : 0, 1058
0.8<=w<=1 : 202, 704
epoch, 7
IH, 0.990859, HO, 1
-1<=w<-0.8 : 170, 993
-0.8<=w<-0.6 : 0, 1345
-0.6<=w<-0.4 : 0, 1270
-0.4<=w<-0.2 : 0, 2792
-0.2<=w<0 : 0, 21279
0<=w<-0.2 : 0, 43118
0.2<=w<0.4 : 0, 2504
0.4<=w<0.6 : 0, 1032
0.6<=w<0.8 : 0, 910
0.8<=w<=1 : 177, 617
epoch, 8
IH, 0.987234, HO, 1
-1<=w<-0.8 : 144, 889
-0.8<=w<-0.6 : 0, 1223
-0.6<=w<-0.4 : 0, 1180
-0.4<=w<-0.2 : 0, 2536
-0.2<=w<0 : 0, 19833
0<=w<-0.2 : 0, 46370
0.2<=w<0.4 : 0, 2257
0.4<=w<0.6 : 0, 922
0.6<=w<0.8 : 0, 785
0.8<=w<=1 : 155, 551
epoch, 9
IH, 0.985612, HO, 1
-1<=w<-0.8 : 129, 827
-0.8<=w<-0.6 : 0, 1147
-0.6<=w<-0.4 : 0, 1133
-0.4<=w<-0.2 : 0, 2413
-0.2<=w<0 : 0, 18743
0<=w<-0.2 : 0, 48486
0.2<=w<0.4 : 0, 2119
0.4<=w<0.6 : 0, 850
0.6<=w<0.8 : 0, 721
0.8<=w<=1 : 138, 505
epoch, 10
IH, 0.989418, HO, 1
-1<=w<-0.8 : 121, 771
-0.8<=w<-0.6 : 0, 1061
-0.6<=w<-0.4 : 0, 1074
-0.4<=w<-0.2 : 0, 2290
-0.2<=w<0 : 0, 17496
0<=w<-0.2 : 0, 50750
0.2<=w<0.4 : 0, 1978
0.4<=w<0.6 : 0, 801
0.6<=w<0.8 : 0, 654
0.8<=w<=1 : 116, 447
epoch, 11
IH, 0.997024, HO, 1
-1<=w<-0.8 : 108, 722
-0.8<=w<-0.6 : 0, 989
-0.6<=w<-0.4 : 0, 1006
-0.4<=w<-0.2 : 0, 2192
-0.2<=w<0 : 0, 16110
0<=w<-0.2 : 0, 53086
0.2<=w<0.4 : 0, 1849
0.4<=w<0.6 : 0, 735
0.6<=w<0.8 : 0, 580
0.8<=w<=1 : 109, 412
epoch, 12
IH, 0.993377, HO, 1
-1<=w<-0.8 : 94, 676
-0.8<=w<-0.6 : 0, 948
-0.6<=w<-0.4 : 0, 989
-0.4<=w<-0.2 : 0, 2039
-0.2<=w<0 : 0, 15297
0<=w<-0.2 : 0, 54681
0.2<=w<0.4 : 0, 1727
0.4<=w<0.6 : 0, 702
0.6<=w<0.8 : 0, 540
0.8<=w<=1 : 100, 380
epoch, 13
IH, 0.982759, HO, 1
-1<=w<-0.8 : 93, 646
-0.8<=w<-0.6 : 0, 899
-0.6<=w<-0.4 : 0, 973
-0.4<=w<-0.2 : 0, 1959
-0.2<=w<0 : 0, 14803
0<=w<-0.2 : 0, 55678
0.2<=w<0.4 : 0, 1636
0.4<=w<0.6 : 0, 676
0.6<=w<0.8 : 0, 504
0.8<=w<=1 : 93, 367
epoch, 14
IH, 0.981752, HO, 1
-1<=w<-0.8 : 89, 606
-0.8<=w<-0.6 : 0, 856
-0.6<=w<-0.4 : 0, 941
-0.4<=w<-0.2 : 0, 1880
-0.2<=w<0 : 0, 14227
0<=w<-0.2 : 0, 56769
0.2<=w<0.4 : 0, 1564
0.4<=w<0.6 : 0, 621
0.6<=w<0.8 : 0, 478
0.8<=w<=1 : 85, 353
epoch, 15
IH, 0.988372, HO, 1
-1<=w<-0.8 : 81, 572
-0.8<=w<-0.6 : 0, 804
-0.6<=w<-0.4 : 0, 899
-0.4<=w<-0.2 : 0, 1792
-0.2<=w<0 : 0, 13981
0<=w<-0.2 : 0, 57597
0.2<=w<0.4 : 0, 1463
0.4<=w<0.6 : 0, 588
0.6<=w<0.8 : 0, 445
0.8<=w<=1 : 81, 341
epoch, 1
IH, 0.993745, HO, 1
-1<=w<-0.8 : 1195, 1940
-0.8<=w<-0.6 : 0, 2210
-0.6<=w<-0.4 : 0, 129
-0.4<=w<-0.2 : 0, 2233
-0.2<=w<0 : 0, 899
0<=w<-0.2 : 0, 4469
0.2<=w<0.4 : 0, 2302
0.4<=w<0.6 : 0, 62
0.6<=w<0.8 : 0, 2095
0.8<=w<=1 : 732, 1931
epoch, 2
IH, 0.987977, HO, 1
-1<=w<-0.8 : 525, 2481
